av_id,glottocode,iso639p3,name,parent_av_id,family,macroarea,latitude,longitude,in_glottolog,notes
atl-nkoya,nkoy1244,nka,Nkoya,,Atlantic-Congo,Africa,-14.8513,24.7649,true,
atl-nkukoli,nkuk1238,nbo,Nkukoli,,Atlantic-Congo,Africa,5.7562,8.28051,true,
atl-nkutu,nkut1238,nkw,Nkutu,,Atlantic-Congo,Africa,-3.67432,22.6802,true,
atl-nnam,nnam1238,nbp,Nnam,,Atlantic-Congo,Africa,6.31319,8.48975,true,
atl-nomaande,noma1260,lem,Nomaande,,Atlantic-Congo,Africa,4.5893,10.9157,true,
atl-noon,noon1242,snf,Noon,,Atlantic-Congo,Africa,14.792,-16.9205,true,
atl-noone,noon1243,nhu,Noone,,Atlantic-Congo,Africa,6.37256,10.5707,true,
atl-north-fali,nort2770,fll,North Fali,,Atlantic-Congo,Africa,9.9249,13.6567,true,
atl-northern-dagara,nort2780,dgi,Northern Dagara,,Atlantic-Congo,Africa,11.0441,-3.0124,true,
atl-northern-kissi,nort2765,kqs,Northern Kissi,,Atlantic-Congo,Africa,8.7283,-10.4063,true,
atl-northern-ngbandi,nort2774,ngb,Northern Ngbandi,,Atlantic-Congo,Africa,3.56357,21.85251,true,
atl-northern-nuni,nort2784,nuv,Northern Nuni,,Atlantic-Congo,Africa,12.131,-2.98206,true,
atl-northwest-gbaya,nort2775,gya,Northwest Gbaya,,Atlantic-Congo,Africa,5.9503,15.2569,true,
atl-notre,notr1240,bly,Notre,,Atlantic-Congo,Africa,10.7025,1.27435,true,
atl-nsari,nsar1238,asj,Nsari,,Atlantic-Congo,Africa,6.63008,10.5993,true,
atl-nsenga,nsen1242,nse,Nsenga,,Atlantic-Congo,Africa,-15.3946,31.3544,true,
atl-nsong-mpiin,song1299,soo,Nsong-Mpiin,,Atlantic-Congo,Africa,-4.55057,18.4978,true,
atl-nsongo,nson1238,nsx,Nsongo,,Atlantic-Congo,Africa,-10.5166,16.7348,true,
atl-ntcham,ntch1242,bud,Ntcham,,Atlantic-Congo,Africa,9.23971,0.599275,true,
atl-ntomba,ntom1248,nto,Ntomba,,Atlantic-Congo,Africa,-1.99062,18.265,true,
atl-nuasue,yang1293,yav,Nuasue,,Atlantic-Congo,Africa,4.41971,11.0277,true,
atl-nubaca,nuba1241,baf,Nubaca,,Atlantic-Congo,Africa,4.35696,11.029,true,
atl-nugunu-cameroon,nugu1242,yas,Nugunu (Cameroon),,Atlantic-Congo,Africa,4.63103,11.1837,true,
atl-numana,numa1252,nbr,Numana,,Atlantic-Congo,Africa,9.16563,8.4657,true,
atl-nungu,nung1292,rin,Nungu,,Atlantic-Congo,Africa,8.95481,8.62164,true,
atl-nupe-nupe-tako,nupe1254,nup,Nupe-Nupe-Tako,,Atlantic-Congo,Africa,9.18404,5.40031,true,
atl-nyakyusa,nyak1261,,Nyakyusa,,Atlantic-Congo,Africa,-9.71018,33.7763,true,
atl-nyakyusa-ngonde,nyak1260,nyy,Nyakyusa-Ngonde,,Atlantic-Congo,Africa,-9.71018,33.7763,true,
atl-nyali,nyal1250,nlj,Nyali,,Atlantic-Congo,Africa,1.92098,30.0201,true,
atl-nyambo,nyam1277,now,Nyambo,,Atlantic-Congo,Africa,-1.6096,30.9156,true,
atl-nyamwanga,nyam1275,mwn,Nyamwanga,,Atlantic-Congo,Africa,-9.11261,32.3163,true,
atl-nyamwezi,nyam1276,nym,Nyamwezi,,Atlantic-Congo,Africa,-5.08559,32.94452,true,
atl-nyanga,nyan1304,nyj,Nyanga,,Atlantic-Congo,Africa,-1.29357,28.31546,true,
atl-nyangbo,nyan1302,nyb,Nyangbo,,Atlantic-Congo,Africa,6.82649,0.37152,true,
atl-nyanja,nyan1308,nya,Nyanja,,Atlantic-Congo,Africa,-14.8047,32.8108,true,
atl-nyankole,nyan1307,nyn,Nyankole,,Atlantic-Congo,Africa,-0.46364,30.548,true,
atl-nyankpa,yesk1239,yes,Nyankpa,,Atlantic-Congo,Africa,9.05454,7.97913,true,
atl-nyaturu,nyat1246,rim,Nyaturu,,Atlantic-Congo,Africa,-5.12263,34.6657,true,
atl-nyemba,nyem1238,nba,Nyemba,,Atlantic-Congo,Africa,-15.709,18.2515,true,
atl-nyiha-malawi,nyih1239,nyr,Nyiha (Malawi),,Atlantic-Congo,Africa,-9.5372,33.0995,true,
atl-nyiha-tanzania,nyih1240,nih,Nyiha (Tanzania),,Atlantic-Congo,Africa,-9.4472,32.9057,true,
atl-nyika-malawi-and-zambia,nyik1246,nkv,Nyika (Malawi and Zambia),,Atlantic-Congo,Africa,-10.0231,33.481,true,
atl-nyika-tanzania,nyik1247,nkt,Nyika (Tanzania),,Atlantic-Congo,Africa,-8.133,31.8127,true,
atl-nyokon,nyok1243,nvo,Nyokon,,Atlantic-Congo,Africa,4.75,10.5,true,
atl-nyole,nyol1238,nuj,Nyole,,Atlantic-Congo,Africa,0.88072,33.9181,true,
atl-nyore,nyor1244,nyd,Nyore,,Atlantic-Congo,Africa,0.07523,34.6166,true,
atl-nyoro,nyor1246,nyo,Nyoro,,Atlantic-Congo,Africa,0.95294,31.3493,true,
atl-nyungwe,nyun1248,nyu,Nyungwe,,Atlantic-Congo,Africa,-16.4757,33.0233,true,
atl-nzadi,nzad1234,nzd,Nzadi,,Atlantic-Congo,Africa,-4.102208,20.194462,true,
atl-nzakambay,nzak1246,nzy,Nzakambay,,Atlantic-Congo,Africa,7.66745,15.6675,true,
atl-nzakara,nzak1247,nzk,Nzakara,,Atlantic-Congo,Africa,4.79567,22.8254,true,
atl-nzima,nzim1238,nzi,Nzima,,Atlantic-Congo,Africa,5.1785,-2.81123,true,
atl-obolo,obol1243,ann,Obolo,,Atlantic-Congo,Africa,4.62851,7.81985,true,
atl-odual,odua1238,odu,Odual,,Atlantic-Congo,Africa,4.83273,6.41493,true,
atl-ogbah,ogba1241,ogc,Ogbah,,Atlantic-Congo,Africa,5.25057,6.53895,true,
atl-ogbia,ogbi1239,ogb,Ogbia,,Atlantic-Congo,Africa,4.75352,6.34034,true,
atl-ogbronuagum,ogbr1243,ogu,Ogbronuagum,,Atlantic-Congo,Africa,4.74842,6.9058,true,
atl-oko-eni-osayen,okoe1238,oks,Oko-Eni-Osayen,,Atlantic-Congo,Africa,7.53908,6.15725,true,
atl-okobo,okob1241,okb,Okobo,,Atlantic-Congo,Africa,5.02037,8.08696,true,
atl-oku,okuu1243,oku,Oku,,Atlantic-Congo,Africa,6.23712,10.5096,true,
atl-oloma,olom1241,olm,Oloma,,Atlantic-Congo,Africa,7.01279,6.02767,true,
atl-olulumo-ikom,olul1245,iko,Olulumo-Ikom,,Atlantic-Congo,Africa,5.97709,8.56546,true,
atl-ombamba-congo,omba1241,mbm,Ombamba-Congo,,Atlantic-Congo,Africa,-2.75341,13.617,true,
atl-ombo,ombo1238,oml,Ombo,,Atlantic-Congo,Africa,-2.32162,25.1748,true,
atl-oring,orin1239,org,Oring,,Atlantic-Congo,Africa,6.68753,8.12005,true,
atl-oro,oroo1241,orx,Oro,,Atlantic-Congo,Africa,4.86134,8.11394,true,
atl-oroko,orok1266,bdu,Oroko,,Atlantic-Congo,Africa,4.89504,9.15209,true,
atl-orungu,orun1242,,Orungu,,Atlantic-Congo,Africa,-1.48741,9.50247,true,
atl-osamayi,osam1235,syx,Osamayi,,Atlantic-Congo,Africa,-0.012,13.61,true,
atl-osatu,osat1238,ost,Osatu,,Atlantic-Congo,Africa,6.20829,9.80188,true,
atl-otank,otan1238,uta,Otank,,Atlantic-Congo,Africa,6.54809,9.34019,true,
atl-paasaal,paas1238,sig,Paasaal,,Atlantic-Congo,Africa,10.2004,-1.8048,true,
atl-pagibete,pagi1243,pae,Pagibete,,Atlantic-Congo,Africa,3.15636,22.1212,true,
atl-palor,palo1243,fap,Palor,,Atlantic-Congo,Africa,14.8628,-16.9557,true,
atl-pam-cameroon,pamm1242,pmn,Pam (Cameroon),,Atlantic-Congo,Africa,7.97779,14.285,true,
atl-pana-burkina-faso,pana1295,pnq,Pana (Burkina Faso),,Atlantic-Congo,Africa,13.3501,-3.36685,true,
atl-pana-central-african-republic,pana1293,pnz,Pana (Central African Republic),,Atlantic-Congo,Africa,7.10191,15.64243,true,
atl-pande,pand1264,bkj,Pande,,Atlantic-Congo,Africa,3.57935,16.22754,true,
atl-pangseng,pang1286,pgs,Pangseng,,Atlantic-Congo,Africa,9.304,11.196,true,
atl-pangwa,pang1287,pbr,Pangwa,,Atlantic-Congo,Africa,-9.96782,34.8039,true,
atl-panya,pany1242,,Panya,,Atlantic-Congo,Africa,9.37299,11.1337,true,
atl-papel,pape1239,pbo,Papel,,Atlantic-Congo,Africa,11.8977,-15.8388,true,
atl-pedi,pedi1238,nso,Pedi,,Atlantic-Congo,Africa,-24.7993,29.4718,true,
atl-peere,peer1241,pfe,Peere,,Atlantic-Congo,Africa,7.82186,12.2518,true,
atl-phende,phen1239,pem,Phende,,Atlantic-Congo,Africa,-5.64735,19.8275,true,
atl-phuie,phui1238,pug,Phuie,,Atlantic-Congo,Africa,11.02348,-3.47165,true,
atl-pimbwe,pimb1238,piw,Pimbwe,,Atlantic-Congo,Africa,-6.81358,31.4289,true,
atl-pinji,pinj1243,pic,Pinji,,Atlantic-Congo,Africa,-1.90305,11.223,true,
atl-pinyin,piny1238,pny,Pinyin,,Atlantic-Congo,Africa,5.7991,10.0682,true,
atl-piti,piti1243,pcn,Piti,,Atlantic-Congo,Africa,10.1361,8.47037,true,
atl-pogolo,pogo1243,poy,Pogolo,,Atlantic-Congo,Africa,-8.72283,36.4148,true,
atl-pokomo,poko1261,pkb,Pokomo,,Atlantic-Congo,Africa,-2.31587,40.2897,true,
atl-pol,pomo1271,pmm,Pol,,Atlantic-Congo,Africa,4.243,13.446,true,
atl-pongu,pong1250,png,Pongu,,Atlantic-Congo,Africa,10.0823,6.3745,true,
atl-proto-bantu,narr1281,,Proto-Bantu,,Atlantic-Congo,,,,false,
atl-pukur,baga1275,bcg,Pukur,,Atlantic-Congo,Africa,10.5271,-14.6111,true,
atl-pulaar,pula1263,fuc,Pulaar,,Atlantic-Congo,Africa,13.8694,-13.4482,true,
atl-pular,pula1262,fuf,Pular,,Atlantic-Congo,Africa,12.1826,-12.7338,true,
atl-punu,punu1239,puu,Punu,,Atlantic-Congo,Africa,-2.67362,11.6714,true,
atl-pye,peee1238,pai,Pye,,Atlantic-Congo,Africa,9.27191,9.56437,true,
atl-rang,rang1269,rax,Rang,,Atlantic-Congo,Africa,8.001,10.58,true,
atl-reshe,resh1242,res,Reshe,,Atlantic-Congo,Africa,10.77046,4.62395,true,
atl-rjili,tanj1247,uji,Rjili,,Atlantic-Congo,Africa,9.40121,6.87432,true,
atl-robambami,agoi1246,ibm,Robambami,,Atlantic-Congo,Africa,5.87953,8.21629,true,
atl-rogo,rogo1238,rod,Rogo,,Atlantic-Congo,Africa,10.56,6.946,true,
atl-rombo,romb1244,rof,Rombo,,Atlantic-Congo,Africa,-3.07772,37.5382,true,
atl-ronga,rong1268,rng,Ronga,,Atlantic-Congo,Africa,-26.7329,32.6167,true,
atl-rundi,rund1242,run,Rundi,,Atlantic-Congo,Africa,-2.94,29.97,true,
atl-rungwa,rung1255,rnw,Rungwa,,Atlantic-Congo,Africa,-7.24959,31.7614,true,
atl-ruuli,ruul1235,ruc,Ruuli,,Atlantic-Congo,Africa,1.41726,32.4179,true,
atl-ruund,ruun1238,rnd,Ruund,,Atlantic-Congo,Africa,-8.86971,21.4164,true,
atl-rwa,rwaa1238,rwk,Rwa,,Atlantic-Congo,Africa,-3.42862,36.7686,true,
atl-saafi-saafi,saaf1238,sav,Saafi-Saafi,,Atlantic-Congo,Africa,14.625,-17.0568,true,
atl-saamia,saam1283,lsm,Saamia,,Atlantic-Congo,Africa,0.3652,34.0335,true,
atl-safwa,safw1238,sbk,Safwa,,Atlantic-Congo,Africa,-8.54936,33.4766,true,
atl-sagala,saga1256,sbm,Sagala,,Atlantic-Congo,Africa,-6.98537,36.9153,true,
atl-sagalla,saga1262,tga,Sagalla,,Atlantic-Congo,Africa,-3.60164,38.5037,true,
atl-sakata,saka1287,skt,Sakata,,Atlantic-Congo,Africa,-2.85653,17.9669,true,
atl-sake,sake1247,sak,Sake,,Atlantic-Congo,Africa,0.25188,11.787,true,
atl-salampasu,sala1268,slx,Salampasu,,Atlantic-Congo,Africa,-5.44937,23.1502,true,
atl-salka-tsishingini,tsis1238,tsw,Salka-Tsishingini,,Atlantic-Congo,Africa,10.2882,5.11073,true,
atl-sama,sama1300,smd,Sama,,Atlantic-Congo,Africa,-9.86931,13.8713,true,
atl-sama-mum,samb1311,ccg,Sama Mum,,Atlantic-Congo,Africa,8.06905,11.7077,true,
atl-samba,samb1309,smx,Samba,,Atlantic-Congo,Africa,-6.21344,17.1658,true,
atl-samba-leko,samb1305,ndi,Samba Leko,,Atlantic-Congo,Africa,8.19236,11.7366,true,
atl-sambe,samb1307,xab,Sambe,,Atlantic-Congo,Africa,9.160672,8.505628,true,
atl-samue,wara1292,wbf,Samue,,Atlantic-Congo,Africa,10.7283,-5.37515,true,
atl-san-salvador-kongo,sans1272,kwy,San Salvador Kongo,,Atlantic-Congo,Africa,-5.7114,12.5372,true,
atl-sanga-democratic-republic-of-congo,sang1331,sng,Sanga (Democratic Republic of Congo),,Atlantic-Congo,Africa,-10.0236,26.8462,true,
atl-sanga-nigeria,sang1329,xsn,Sanga (Nigeria),,Atlantic-Congo,Africa,10.4157,8.83882,true,
atl-sango,sang1328,sag,Sango,,Atlantic-Congo,Africa,6.78584,20.1702,true,
atl-sangu-gabon,sang1333,snq,Sangu (Gabon),,Atlantic-Congo,Africa,-1.52694,11.9098,true,
atl-sangu-tanzania,sang1330,sbp,Sangu (Tanzania),,Atlantic-Congo,Africa,-8.4,33.9,true,
atl-saxwe-gbe,saxw1241,sxw,Saxwe Gbe,,Atlantic-Congo,Africa,6.58269,1.92015,true,
atl-segeju,sege1246,seg,Segeju,,Atlantic-Congo,Africa,-5.00659,39.12249,true,
atl-seki,seki1238,syi,Seki,,Atlantic-Congo,Africa,1.52302,9.79206,true,
atl-sekpele,sekp1241,lip,Sekpele,,Atlantic-Congo,Africa,7.16751,0.5886,true,
atl-sekute,seku1239,,Sekute,,Atlantic-Congo,Africa,-18.37,26.502,true,
atl-selee,sele1249,snw,Selee,,Atlantic-Congo,Africa,7.17462,0.42458,true,
atl-sena,nucl1396,seh,Sena,,Atlantic-Congo,Africa,-19.7933,34.9829,true,
atl-senar-de-kankalaba,sena1262,seq,Senar de Kankalaba,,Atlantic-Congo,Africa,10.4987,-5.28216,true,
atl-senari,ceba1235,sef,Senari,,Atlantic-Congo,Africa,9.50768,-6.15264,true,
atl-sengele,seng1278,szg,Sengele,,Atlantic-Congo,Africa,-1.92256,17.2965,true,
atl-sere,sere1264,swf,Sere,,Atlantic-Congo,Africa,4.71127,27.4688,true,
atl-sereer,sere1260,srr,Sereer,,Atlantic-Congo,Africa,13.8941,-16.3916,true,
atl-shall-zwall,shal1242,sha,Shall-Zwall,,Atlantic-Congo,Africa,9.87556,9.64988,true,
atl-shama-sambuga,sham1278,sqa,Shama-Sambuga,,Atlantic-Congo,Africa,10.4369,6.20275,true,
atl-shamang,sham1277,xsh,Shamang,,Atlantic-Congo,Africa,9.47,8.05163,true,
atl-shambala,sham1280,ksb,Shambala,,Atlantic-Congo,Africa,-4.8,38.29,true,
atl-shau,shau1238,sqh,Shau,,Atlantic-Congo,Africa,10.275,9.06674,true,
atl-sheni,shen1250,,Sheni,,Atlantic-Congo,Africa,10.5256,8.63921,true,
atl-sherbro,sher1258,bun,Sherbro,,Atlantic-Congo,Africa,7.77585,-12.7405,true,
atl-shi,shii1238,shr,Shi,,Atlantic-Congo,Africa,-2.55777,28.6122,true,
atl-shiwa,shiw1234,,Shiwa,,Atlantic-Congo,Africa,-0.091645,11.947061,true,
atl-shona,shon1251,sna,Shona,,Atlantic-Congo,Africa,-17.20849,29.75725,true,
atl-shubi,shub1238,suj,Shubi,,Atlantic-Congo,Africa,-2.97663,31.0681,true,
atl-sicite-senoufo,sici1249,sep,Sìcìté Sénoufo,,Atlantic-Congo,Africa,11.1789,-5.28932,true,
atl-sighu,sigh1238,sxe,Sighu,,Atlantic-Congo,Africa,-0.95605,13.1214,true,
atl-siha,siha1242,,Siha,,Atlantic-Congo,Africa,-3.29385,37.0703,true,
atl-simaa,sima1258,sie,Simaa,,Atlantic-Congo,Africa,-15.7434,22.6455,true,
atl-simba,simb1254,sbw,Simba,,Atlantic-Congo,Africa,-1.28107,11.1783,true,
atl-sira,sira1266,swj,Sira,,Atlantic-Congo,Africa,-1.78084,10.4635,true,
atl-sissala-of-burkina-faso,siss1242,sld,Sissala of Burkina Faso,,Atlantic-Congo,Africa,11.0916,-2.38217,true,
atl-siwu,siwu1238,akp,Siwu,,Atlantic-Congo,Africa,7.23811,0.44362,true,
atl-so-cameroon,soca1235,sox,So (Cameroon),,Atlantic-Congo,Africa,3.68257,12.525,true,
atl-so-democratic-republic-of-congo,sode1235,soc,So (Democratic Republic of Congo),,Atlantic-Congo,Africa,1.25037,23.6907,true,
atl-soga,soga1242,xog,Soga,,Atlantic-Congo,Africa,0.40456,33.3942,true,
atl-soli,soli1239,sby,Soli,,Atlantic-Congo,Africa,-15.5213,28.7934,true,
atl-sonde,sond1250,shc,Sonde,,Atlantic-Congo,Africa,-6.32223,18.3555,true,
atl-songe,song1303,sop,Songe,,Atlantic-Congo,Africa,-5.71993,25.2765,true,
atl-songoora,song1300,sod,Songoora,,Atlantic-Congo,Africa,-2.21871,26.3477,true,
atl-south-central-banda,sout2787,lnl,South Central Banda,,Atlantic-Congo,Africa,2.94113,21.051,true,
atl-south-central-koongo,koon1244,kng,South-Central Koongo,,Atlantic-Congo,Africa,-5.57722,14.4771,true,
atl-south-fali,sout2782,fal,South Fali,,Atlantic-Congo,Africa,9.51408,13.6164,true,
atl-south-transvaal-ndebele,sout3270,nbl,South Transvaal Ndebele,,Atlantic-Congo,Africa,-28.9,30.2,true,
atl-southern-birifor,sout2790,biv,Southern Birifor,,Atlantic-Congo,Africa,9.2873,-2.72672,true,
atl-southern-kisi,sout2778,kss,Southern Kisi,,Atlantic-Congo,Africa,8.32448,-10.3377,true,
atl-southern-mfumte,mfum1238,nfu,Southern Mfumte,,Atlantic-Congo,Africa,6.6,10.936386,true,
atl-southern-ngbandi,sout2784,nbw,Southern Ngbandi,,Atlantic-Congo,Africa,2.5414,19.5939,true,
atl-southern-nuni,sout2795,nnw,Southern Nuni,,Atlantic-Congo,Africa,11.5186,-2.14385,true,
atl-southern-sotho,sout2807,sot,Southern Sotho,,Atlantic-Congo,Africa,-28.78,27.89,true,
atl-southern-toussian,sout2797,wib,Southern Toussian,,Atlantic-Congo,Africa,10.877,-4.65678,true,
atl-southwest-gbaya,sout2785,gso,Southwest Gbaya,,Atlantic-Congo,Africa,4.70037,14.9569,true,
atl-suba,suba1238,sxb,Suba,,Atlantic-Congo,Africa,-0.95719,34.1033,true,
atl-suba-simbiti,suba1252,ssc,Suba-Simbiti,,Atlantic-Congo,Africa,-1.103296,34.268,true,
atl-subiya,subi1246,sbs,Subiya,,Atlantic-Congo,Africa,-17.5696,24.8867,true,
atl-suku,suku1259,sub,Suku,,Atlantic-Congo,Africa,-5.76495,17.7736,true,
atl-sukuma,suku1261,suk,Sukuma,,Atlantic-Congo,Africa,-3.16082,32.8765,true,
atl-sumbwa,sumb1240,suw,Sumbwa,,Atlantic-Congo,Africa,-3.47335,31.9457,true,
atl-supyire-senoufo,supy1237,spp,Supyire Senoufo,,Atlantic-Congo,Africa,11.632,-5.87709,true,
atl-sur,surr1238,tdl,Sur,,Atlantic-Congo,Africa,9.47958,9.49007,true,
atl-suundi,suun1239,sdj,Suundi,,Atlantic-Congo,Africa,-4.58488,13.3212,true,
atl-swahili,swah1253,swh,Swahili,,Atlantic-Congo,Africa,-8.25605,37.624,true,
atl-swati,swat1243,ssw,Swati,,Atlantic-Congo,Africa,-26.0,31.5,true,
atl-taabwa,taab1238,tap,Taabwa,,Atlantic-Congo,Africa,-7.91416,29.5238,true,
atl-tafi,tafi1243,tcd,Tafi,,Atlantic-Congo,Africa,6.79522,0.39875,true,
atl-tagbu,tagb1255,tbm,Tagbu,,Atlantic-Congo,Africa,7.76,27.71,true,
atl-tagwana-senoufo,tagw1240,tgw,Tagwana Senoufo,,Atlantic-Congo,Africa,8.67053,-5.17372,true,
atl-taita,tait1250,dav,Taita,,Atlantic-Congo,Africa,-3.79347,38.57254,true,
atl-takwane,takw1238,tke,Takwane,,Atlantic-Congo,Africa,-16.2276,36.249,true,
atl-talinga-bwisi,tali1258,tlj,Talinga-Bwisi,,Atlantic-Congo,Africa,0.676185,29.9494,true,
atl-tampulma,tamp1252,tpm,Tampulma,,Atlantic-Congo,Africa,9.75577,-1.35467,true,
atl-tanzania-mozambique-ngoni,ngon1269,,Tanzania-Mozambique Ngoni,,Atlantic-Congo,,,,false,
atl-tanzanian-ngoni,tanz1241,xnj,Tanzanian Ngoni,,Atlantic-Congo,Africa,-11.779,35.459,true,
atl-tarok,taro1263,yer,Tarok,,Atlantic-Congo,Africa,8.98356,10.0288,true,
atl-taveta,tave1240,tvs,Taveta,,Atlantic-Congo,Africa,-3.41822,37.7061,true,
atl-tchitchege,tchi1245,tck,Tchitchege,,Atlantic-Congo,Africa,-2.03393,13.6001,true,
atl-tee,teee1242,tkq,Tee,,Atlantic-Congo,Africa,4.73213,7.37553,true,
atl-teen,teen1242,lor,Téén,,Atlantic-Congo,Africa,9.84556,-3.71183,true,
atl-teke-eboo-nzikou,teke1278,ebo,Teke-Eboo-Nzikou,,Atlantic-Congo,Africa,-2.384219,15.623277,true,
atl-teke-fuumu,teke1274,ifm,Teke-Fuumu,,Atlantic-Congo,Africa,-3.59003,15.5061,true,
atl-teke-kukuya,teke1280,kkw,Teke-Kukuya,,Atlantic-Congo,Africa,-2.27122,14.4407,true,
atl-teke-laali,teke1277,lli,Teke-Laali,,Atlantic-Congo,Africa,-3.34458,13.2703,true,
atl-teke-tsaayi,teke1281,tyi,Teke-Tsaayi,,Atlantic-Congo,Africa,-2.98028,13.8603,true,
atl-teke-tyee,teke1276,tyx,Teke-Tyee,,Atlantic-Congo,Africa,-3.50685,13.8668,true,
atl-tem,temm1241,kdh,Tem,,Atlantic-Congo,Africa,8.967,1.136,true,
atl-tembo-kitembo,temb1270,tbt,Tembo (Kitembo),,Atlantic-Congo,Africa,-1.91863,28.5778,true,
atl-temi,temi1247,soz,Temi,,Atlantic-Congo,Africa,-2.19303,35.8035,true,
atl-tetela,tete1250,tll,Tetela,,Atlantic-Congo,Africa,-4.29314,24.546,true,
atl-tha,thaa1239,thy,Tha,,Atlantic-Congo,Africa,9.21338,11.1751,true,
atl-tharaka,thar1283,thk,Tharaka,,Atlantic-Congo,Africa,-0.13221,38.073,true,
atl-tibea,tibe1274,ngy,Tibea,,Atlantic-Congo,Africa,5.30535,11.3103,true,
atl-tiefo-daramandugu,tief1242,tiq,Tiefo-Daramandugu,,Atlantic-Congo,Africa,10.7184,-4.52619,true,
atl-tiene,tien1242,tii,Tiene,,Atlantic-Congo,Africa,-2.84694,16.4765,true,
atl-tigania,tiga1244,,Tigania,,Atlantic-Congo,Africa,0.26484,37.7396,true,
atl-tigon-mbembe,tigo1236,nza,Tigon Mbembe,,Atlantic-Congo,Africa,6.983995,10.70849,true,
atl-tikar,tika1246,tik,Tikar,,Atlantic-Congo,Africa,5.87004,11.6104,true,
atl-timne,timn1235,tem,Timne,,Atlantic-Congo,Africa,8.90294,-12.3331,true,
atl-tiv,tivv1240,tiv,Tiv,,Atlantic-Congo,Africa,6.88039,9.26287,true,
atl-togbo-vara-banda,togb1241,tor,Togbo-Vara Banda,,Atlantic-Congo,Africa,6.35815,22.7362,true,
atl-tonga-nyasa,tong1321,tog,Tonga (Nyasa),,Atlantic-Congo,Africa,-12.0816,34.0613,true,
atl-tonga-zambia,tong1318,toi,Tonga (Zambia),,Atlantic-Congo,Africa,-17.422325,27.103495,true,
atl-tooro,toor1238,ttj,Tooro,,Atlantic-Congo,Africa,0.57291,30.6389,true,
atl-toro,toro1249,tdv,Toro,,Atlantic-Congo,Africa,9.09143,8.58194,true,
atl-tsaangi,tsaa1242,tsa,Tsaangi,,Atlantic-Congo,Africa,-2.29245,12.7581,true,
atl-tsikimba,tsik1238,kdl,Tsikimba,,Atlantic-Congo,Africa,9.60496,4.88739,true,
atl-tsogo,tsog1243,tsv,Tsogo,,Atlantic-Congo,Africa,-1.55469,11.1359,true,
atl-tsonga,tson1249,tso,Tsonga,,Atlantic-Congo,Africa,-23.5754,31.8105,true,
atl-tsotso,tsot1241,lto,Tsotso,,Atlantic-Congo,Africa,0.2975,34.6961,true,
atl-tsuvadi,tsuv1239,tvd,Tsuvadi,,Atlantic-Congo,Africa,10.8421,5.22095,true,
atl-tswa,tswa1255,tsc,Tswa,,Atlantic-Congo,Africa,-22.9891,32.4287,true,
atl-tswana,tswa1253,tsn,Tswana,,Atlantic-Congo,Africa,-24.368,24.7587,true,
atl-tswapong,tswa1237,two,Tswapong,,Atlantic-Congo,Africa,-23.40552,27.42009,true,
atl-tuki,tuki1240,bag,Tuki,,Atlantic-Congo,Africa,4.64348,11.5353,true,
atl-tula,tula1252,tul,Tula,,Atlantic-Congo,Africa,9.84629,11.52551,true,
atl-tumbuka,tumb1250,tum,Tumbuka,,Atlantic-Congo,Africa,-11.3297,33.3738,true,
atl-tumulung-sisaala,tumu1242,sil,Tumulung Sisaala,,Atlantic-Congo,Africa,10.63451,-1.79707,true,
atl-tunen,tune1261,tvu,Tunen,,Atlantic-Congo,Africa,4.75,10.67,true,
atl-tupuri,tupu1244,tui,Tupuri,,Atlantic-Congo,Africa,10.0144,14.8697,true,
atl-turka,turk1306,tuz,Turka,,Atlantic-Congo,Africa,10.7114,-4.92082,true,
atl-tuwuli,tuwu1238,bov,Tuwuli,,Atlantic-Congo,Africa,7.31095,0.38008,true,
atl-tyap,tyap1238,kcg,Tyap,,Atlantic-Congo,Africa,9.75568,8.3082,true,
atl-ubaghara,ubag1245,byc,Ubaghara,,Atlantic-Congo,Africa,5.72343,7.96439,true,
atl-uda,udaa1238,uda,Uda,,Atlantic-Congo,Africa,4.70196,8.06562,true,
atl-ugare,mesa1245,iyo,Ugare,,Atlantic-Congo,Africa,6.32679,9.8723,true,
atl-ujindile,ujin1234,,Ujindile,,Atlantic-Congo,Africa,-9.24553,34.50936,true,
atl-ukaan,ukaa1243,kcf,Ukaan,,Atlantic-Congo,Africa,7.59722,6.03933,true,
atl-ukalawa,ukal1234,,Ukalawa,,Atlantic-Congo,Africa,-9.18589,35.28047,true,
atl-ukpet-ehom,ukpe1249,akd,Ukpet-Ehom,,Atlantic-Congo,Africa,5.58316,8.10047,true,
atl-ukwa,ukwa1238,ukq,Ukwa,,Atlantic-Congo,Africa,5.59913,7.96002,true,
atl-ukwuani-aboh-ndoni,ukwu1241,ukw,Ukwuani-Aboh-Ndoni,,Atlantic-Congo,Africa,5.78892,6.48559,true,
atl-ulukwumi,uluk1257,ulb,Ulukwumi,,Atlantic-Congo,Africa,6.4974,6.59202,true,
atl-umbundu,umbu1257,umb,Umbundu,,Atlantic-Congo,Africa,-12.4763,14.4148,true,
atl-umon,umon1238,umm,Umon,,Atlantic-Congo,Africa,5.37438,8.10335,true,
atl-uneme,unem1238,une,Uneme,,Atlantic-Congo,Africa,6.97237,6.13427,true,
atl-urhobo,urho1239,urh,Urhobo,,Atlantic-Congo,Africa,5.31155,5.86148,true,
atl-usaghade,usag1244,usk,Usaghade,,Atlantic-Congo,Africa,4.78581,8.53463,true,
