av_id,glottocode,iso639p3,name,parent_av_id,family,macroarea,latitude,longitude,in_glottolog,notes
map-kemak,kema1243,kem,Kemak,,Austronesian,Papunesia,-9.00299,125.159,true,
map-kendayan-belangin,kend1254,knx,Kendayan-Belangin,,Austronesian,Papunesia,1.47957,109.467,true,
map-keningau-murut,keni1249,kxi,Keningau Murut,,Austronesian,Papunesia,5.42272,116.198,true,
map-keninjal,keni1248,knl,Keninjal,,Austronesian,Papunesia,-0.63184,111.808,true,
map-kenyahic,keny1280,,Kenyahic,,Austronesian,,,,false,
map-keo,keoo1238,xxk,Kéo,,Austronesian,Papunesia,-8.8704,121.256,true,
map-kereho,kere1285,xke,Kereho,,Austronesian,Papunesia,0.64649,113.644,true,
map-kerinci,keri1250,kvr,Kerinci,,Austronesian,Papunesia,-1.93668,101.403,true,
map-ketangalan,keta1243,kae,Ketangalan,,Austronesian,Papunesia,25.0257,121.425,true,
map-khehek,kheh1237,tlx,Khehek,,Austronesian,Papunesia,-2.06626,146.746,true,
map-kiai,fort1240,frt,Kiai,,Austronesian,Papunesia,-15.4484,166.931,true,
map-kilenge,kile1242,,Kilenge,,Austronesian,Papunesia,-5.61613,148.445,true,
map-kilivila,kili1267,kij,Kilivila,,Austronesian,Papunesia,-8.72574,151.072,true,
map-kimaragang,kima1244,kqr,Kimaragang,,Austronesian,Papunesia,6.61982,116.96,true,
map-kinaray-a,kina1250,krj,Kinaray-a,,Austronesian,Papunesia,10.8131,122.297,true,
map-kioko,kiok1239,ues,Kioko,,Austronesian,Papunesia,-4.99012,122.951,true,
map-kiput,kipu1237,kyi,Kiput,,Austronesian,Papunesia,4.16535,114.367,true,
map-kis,kiss1246,kis,Kis,,Austronesian,Papunesia,-3.83909,143.96,true,
map-kisar,kisa1266,kje,Kisar,,Austronesian,Papunesia,-8.05122,127.18,true,
map-klias-river-kadazan,klia1235,kqt,Klias River Kadazan,,Austronesian,Papunesia,5.39453,115.582,true,
map-kodeoha,kode1237,vko,Kodeoha,,Austronesian,Papunesia,-3.39566,120.937,true,
map-kodi,kodi1247,kod,Kodi,,Austronesian,Papunesia,-9.6373,119.114,true,
map-kohin,kohi1250,kkx,Kohin,,Austronesian,Papunesia,-1.43973,111.905,true,
map-kokota,koko1269,kkk,Kokota,,Austronesian,Papunesia,-8.16481,159.191,true,
map-kola,kola1285,kvv,Kola,,Austronesian,Papunesia,-5.48833,134.592,true,
map-koluwawa,kolu1245,klx,Koluwawa,,Austronesian,Papunesia,-9.42742,150.462,true,
map-komering,kome1238,kge,Komering,,Austronesian,Papunesia,-3.79215,105.107,true,
map-komodo,komo1261,kvh,Komodo,,Austronesian,Papunesia,-8.64518,119.477,true,
map-konomala,kono1269,koa,Konomala,,Austronesian,Papunesia,-4.16184,152.87,true,
map-koo,kooo1245,,Koo,,Austronesian,Papunesia,-9.76764,160.231,true,
map-koro-olrat,koro1308,krf,Koro-Olrat,,Austronesian,Papunesia,-14.2943,167.467,true,
map-koronadal-blaan,koro1310,bpr,Koronadal Blaan,,Austronesian,Papunesia,6.20529,125.007,true,
map-koroni,koro1311,xkq,Koroni,,Austronesian,Papunesia,-2.6367,121.977,true,
map-korur,anus1237,auq,Korur,,Austronesian,Papunesia,-2.26271,139.502,true,
map-kosraean,kosr1238,kos,Kosraean,,Austronesian,Papunesia,5.31,162.98,true,
map-kota-bangun-kutai-malay,kota1275,mqg,Kota Bangun Kutai Malay,,Austronesian,Papunesia,-0.27049,116.297,true,
map-kove,kove1237,kvc,Kove,,Austronesian,Papunesia,-5.58623,149.63,true,
map-kowiai,kowi1239,kwh,Kowiai,,Austronesian,Papunesia,-4.21954,133.468,true,
map-kuanua,kuan1248,ksd,Kuanua,,Austronesian,Papunesia,-4.30986,152.114,true,
map-kubokota,kubo1244,,Kubokota,,Austronesian,Papunesia,-8.02035,156.552,true,
map-kubu,kubu1239,kvb,Kubu,,Austronesian,Papunesia,-2.42661,102.193,true,
map-kuijau,kuij1237,dkr,Kuijau,,Austronesian,Papunesia,5.47179,116.108,true,
map-kula-vanuatu,wusi1237,wsi,Kula (Vanuatu),,Austronesian,Papunesia,-15.2786,166.696,true,
map-kulisusu,kuli1254,vkl,Kulisusu,,Austronesian,Papunesia,-4.58411,123.045,true,
map-kumalu,kuma1278,ksl,Kumalu,,Austronesian,Papunesia,-7.1135,146.57,true,
map-kumbewaha,kumb1274,xks,Kumbewaha,,Austronesian,Papunesia,-5.34485,123.154,true,
map-kuni,kuni1263,kse,Kuni,,Austronesian,Papunesia,-8.66368,146.874,true,
map-kupang-malay,kupa1239,mkn,Kupang Malay,,Austronesian,Papunesia,-10.2526,123.63,true,
map-kurti,kurt1250,ktm,Kurti,,Austronesian,Papunesia,-2.01187,147.036,true,
map-kurudu,kuru1305,kjr,Kurudu,,Austronesian,Papunesia,-1.8444,137.018,true,
map-kusaghe,kusa1253,,Kusaghe,,Austronesian,Papunesia,-8.04056,157.463,true,
map-kusaghe-njela,kusa1251,ksg,Kusaghe-Njela,,Austronesian,Papunesia,-8.04056,157.463,true,
map-kwaio,kwai1243,kwd,Kwaio,,Austronesian,Papunesia,-8.93744,160.965,true,
map-kwamera,kwam1252,tnk,Kwamera,,Austronesian,Papunesia,-19.5954,169.442,true,
map-kwara-ae,kwar1239,kwf,Kwara'ae,,Austronesian,Papunesia,-8.75779,160.804,true,
map-label,labe1239,lbb,Label,,Austronesian,Papunesia,-4.46971,152.678,true,
map-labu,labu1248,lbu,Labu,,Austronesian,Papunesia,-6.75,146.903,true,
map-labuan,labu1252,,Labuan,,Austronesian,Papunesia,22.7738,120.844,true,
map-labuk-kinabatangan-kadazan,labu1249,dtb,Labuk-Kinabatangan Kadazan,,Austronesian,Papunesia,5.51924,117.507,true,
map-laghu,lagh1246,lgb,Laghu,,Austronesian,Papunesia,-8.00509,158.961,true,
map-laha-indonesia,laha1251,lhh,Laha (Indonesia),,Austronesian,Papunesia,-3.70755,128.073,true,
map-lahanan,laha1253,lhn,Lahanan,,Austronesian,Papunesia,2.72734,113.947,true,
map-laiyolo,laiy1246,lji,Laiyolo,,Austronesian,Papunesia,-6.45512,120.483,true,
map-lakalei,laka1255,lka,Lakalei,,Austronesian,Papunesia,-8.86372,125.716,true,
map-lakon,lako1245,lkn,Lakon,,Austronesian,Papunesia,-14.29899,167.429382,true,
map-lala,lala1268,nrz,Lala,,Austronesian,Papunesia,-8.93195,146.749,true,
map-lamaholot,lama1277,slp,Lamaholot,,Austronesian,Papunesia,-8.36439,122.803,true,
map-lamboya,lamb1273,lmy,Lamboya,,Austronesian,Papunesia,-9.70434,119.344,true,
map-lamenu,lame1260,lmu,Lamenu,,Austronesian,Papunesia,-16.6098,168.171,true,
map-lamenu-lewo,lame1259,,Lamenu-Lewo,,Austronesian,,,,false,
map-lamogai,lamo1244,lmg,Lamogai,,Austronesian,Papunesia,-5.87071,149.321,true,
map-lampung-api,lamp1243,ljp,Lampung Api,,Austronesian,Papunesia,-5.73463,105.037,true,
map-lampung-nyo,lamp1242,abl,Lampung Nyo,,Austronesian,Papunesia,-4.43957,105.397,true,
map-lampungic,lamp1241,,Lampungic,,Austronesian,,,,false,
map-lamusong,lamu1255,,Lamusong,,Austronesian,Papunesia,-3.21903,151.728,true,
map-lanas-lobu,lana1236,ruu,Lanas Lobu,,Austronesian,Papunesia,5.39196,116.577,true,
map-larevat,lare1249,lrv,Larevat,,Austronesian,Papunesia,-16.1971,167.387,true,
map-larike-wakasihu,lari1255,alo,Larike-Wakasihu,,Austronesian,Papunesia,-3.76522,127.956,true,
map-lasalimu,lasa1237,llm,Lasalimu,,Austronesian,Papunesia,-5.23602,123.129,true,
map-lau,lauu1247,llu,Lau,,Austronesian,Papunesia,-8.51018,160.872,true,
map-lau-island,lauu1248,,Lau Island,,Austronesian,Papunesia,-18.2131,-178.785,true,
map-lauje,lauj1238,law,Lauje,,Austronesian,Papunesia,0.50708,120.262,true,
map-laura,laur1249,lur,Laura,,Austronesian,Papunesia,-9.4296,119.19,true,
map-lavatbura-lamusong,lava1239,lbv,Lavatbura-Lamusong,,Austronesian,Papunesia,-3.21903,151.728,true,
map-lawangan,lawa1257,lbx,Lawangan,,Austronesian,Papunesia,-1.80261,115.876,true,
map-lawunuia,lawu1237,tgi,Lawunuia,,Austronesian,Papunesia,-6.15201,155.129,true,
map-ledo-kaili,ledo1238,lew,Ledo Kaili,,Austronesian,Papunesia,-1.03033,120.132,true,
map-legenyem,lege1241,lcc,Legenyem,,Austronesian,Papunesia,-0.3592,130.749,true,
map-lehali,leha1243,tql,Lehali,,Austronesian,Papunesia,-13.5043,167.332,true,
map-lehalurup,leha1244,urr,Lehalurup,,Austronesian,Papunesia,-13.542726,167.343342,true,
map-leipon,leip1237,lek,Leipon,,Austronesian,Papunesia,-1.9665,147.226,true,
map-lelak,lela1246,llk,Lelak,,Austronesian,Papunesia,4.11426,114.029,true,
map-lele-papua-new-guinea,lele1270,lle,Lele (Papua New Guinea),,Austronesian,Papunesia,-2.04783,147.207,true,
map-lelepa,lele1267,lpa,Lelepa,,Austronesian,Papunesia,-17.6042,168.202,true,
map-lemerig,leme1238,lrz,Lemerig,,Austronesian,Papunesia,-13.739697,167.420676,true,
map-lemeting,bela1260,beg,Lemeting,,Austronesian,Papunesia,4.96207,114.933,true,
map-lemolang,lemo1243,ley,Lemolang,,Austronesian,Papunesia,-2.63313,120.27,true,
map-lenakel,lena1238,tnl,Lenakel,,Austronesian,Papunesia,-19.4763,169.261,true,
map-lengo,leng1259,lgr,Lengo,,Austronesian,Papunesia,-9.56425,160.42,true,
map-lenkau,lenk1247,ler,Lenkau,,Austronesian,Papunesia,-2.33367,147.742,true,
map-letemboi-repanbitip,lete1241,nms,Letemboi-Repanbitip,,Austronesian,Papunesia,-16.4339,167.566,true,
map-leti-indonesia,leti1246,lti,Leti (Indonesia),,Austronesian,Papunesia,-8.19808,127.674,true,
map-lewo,lewo1242,lww,Lewo,,Austronesian,Papunesia,-16.7612,168.334,true,
map-li-o,lioo1240,ljl,Li'o,,Austronesian,Papunesia,-8.68615,121.832,true,
map-liabuku,liab1237,lix,Liabuku,,Austronesian,Papunesia,-5.32268,122.699,true,
map-libon,libo1242,lbl,Libon,,Austronesian,Papunesia,13.17,123.5,true,
map-lihir,lihi1237,lih,Lihir,,Austronesian,Papunesia,-3.18895,152.606,true,
map-likum,liku1243,lib,Likum,,Austronesian,Papunesia,-2.16157,146.695,true,
map-limos-kalinga,limo1248,kmk,Limos Kalinga,,Austronesian,Papunesia,17.6081,121.381,true,
map-lingkabau-sugut,ling1266,,Lingkabau Sugut,,Austronesian,Papunesia,6.2892,117.322,true,
map-lisela,lise1239,lcl,Lisela,,Austronesian,Papunesia,-3.27358,126.981,true,
map-lo-toga,loto1240,lht,Lo-Toga,,Austronesian,Papunesia,-13.334872,166.634338,true,
map-lokep,loke1237,,Lokep,,Austronesian,Papunesia,-5.31671,147.103,true,
map-lolak,lola1250,llq,Lolak,,Austronesian,Papunesia,0.85544,124.117,true,
map-lomaiviti,loma1261,lmv,Lomaiviti,,Austronesian,Papunesia,-18.0001,179.306,true,
map-lomaumbi,loma1262,,Lömaumbi,,Austronesian,Papunesia,-7.22281,157.149,true,
map-lombaha,lomb1262,,Lombaha,,Austronesian,Papunesia,-15.3523,167.89,true,
map-long-ekang,long1400,,Long Ekang,,Austronesian,Papunesia,3.42701,114.178,true,
map-long-glat,long1405,,Long Glat,,Austronesian,Papunesia,0.80793,116.573,true,
map-long-semiang,long1402,,Long Semiang,,Austronesian,Papunesia,3.7519,114.434,true,
map-longgu,long1395,lgu,Longgu,,Austronesian,Papunesia,-9.75258,160.663,true,
map-loniu,loni1238,los,Loniu,,Austronesian,Papunesia,-2.06124,147.35,true,
map-lonwolwol,lonw1238,crc,Lonwolwol,,Austronesian,Papunesia,-16.2286,168.016,true,
map-lote,lote1237,uvl,Lote,,Austronesian,Papunesia,-5.954,150.911,true,
map-lotud,lotu1250,dtr,Lotud,,Austronesian,Papunesia,6.13732,116.232,true,
map-lou,louu1245,loj,Lou,,Austronesian,Papunesia,-2.38659,147.346,true,
map-lovono,vano1237,vnk,Lovono,,Austronesian,Papunesia,-11.6107,166.7984,true,
map-lowland-bali,lowl1258,,Lowland Bali,,Austronesian,Papunesia,-8.35714,115.075,true,
map-lowland-kenyah,lowl1270,,Lowland Kenyah,,Austronesian,,,,false,
map-luang,luan1263,lex,Luang,,Austronesian,Papunesia,-8.18378,127.944,true,
map-luangiua,onto1237,ojv,Luangiua,,Austronesian,Papunesia,-5.49029,159.701,true,
map-lubuagan-kalinga,lubu1243,knb,Lubuagan Kalinga,,Austronesian,Papunesia,17.3879,121.0365,true,
map-luhu-piru,luhu1243,lcq,Luhu-Piru,,Austronesian,Papunesia,-3.13187,127.966,true,
map-lun-bawang,lunb1237,,Lun Bawang,,Austronesian,Papunesia,4.25064,115.5,true,
map-lundayeh,lund1271,lnd,Lundayeh,,Austronesian,Papunesia,4.25064,115.5,true,
map-lungga,lung1249,lga,Lungga,,Austronesian,Papunesia,-8.17469,156.573,true,
map-lusi,lusi1240,khl,Lusi,,Austronesian,Papunesia,-5.55033,149.148,true,
map-ma-anyan,maan1238,mhy,Ma'anyan,,Austronesian,Papunesia,-2.1239,115.092,true,
map-madak,mada1285,mmx,Madak,,Austronesian,Papunesia,-3.34342,151.967,true,
map-madurese,nucl1460,mad,Madurese,,Austronesian,Papunesia,-7.0,113.0,true,
map-maewo,maew1234,,Maewo,,Austronesian,,,,false,
map-mafea,mafe1237,mkv,Mafea,,Austronesian,Papunesia,-15.4316,167.241,true,
map-mag-anchi-ayta,maga1263,sgb,Mag-Anchi Ayta,,Austronesian,Papunesia,15.1954,120.459,true,
map-mag-indi-ayta,magi1241,blx,Mag-Indi Ayta,,Austronesian,Papunesia,14.9617,120.182,true,
map-magori,mago1248,zgr,Magori,,Austronesian,Papunesia,-10.2321,149.26,true,
map-maguindanao,magu1243,mdh,Maguindanao,,Austronesian,Papunesia,6.9453,124.509,true,
map-mahafaly-antanalana-malagasy,maha1309,,Mahafaly-Antanalana Malagasy,,Austronesian,Africa,-24.2,44.5,true,
map-mahakam-busang,maha1298,,Mahakam Busang,,Austronesian,Papunesia,0.03494,115.401,true,
map-maii,maii1238,mmm,Maii,,Austronesian,Papunesia,-16.7388,168.211,true,
map-maisin,mais1250,mbq,Maisin,,Austronesian,Papunesia,-9.22853,148.731,true,
map-makasar,maka1311,mak,Makasar,,Austronesian,Papunesia,-5.65551,119.838,true,
map-makassar-malay,maka1305,mfp,Makassar Malay,,Austronesian,Papunesia,-5.16108,119.408,true,
map-maku-a,maku1277,lva,Maku'a,,Austronesian,Papunesia,-8.40372,127.239,true,
map-makura,maku1276,,Makura,,Austronesian,Papunesia,-16.8979,168.569,true,
map-malagasic,mala1537,,Malagasic,,Austronesian,,,,false,
map-malagheti,mala1483,,Malagheti,,Austronesian,Papunesia,-9.76764,160.231,true,
map-malalamai,mala1489,mmt,Malalamai,,Austronesian,Papunesia,-5.77495,146.642,true,
map-malango,mala1484,mln,Malango,,Austronesian,Papunesia,-9.61383,160.118,true,
map-malasanga,mala1487,mqz,Malasanga,,Austronesian,Papunesia,-5.9401,147.058,true,
map-malaweg,mala1534,,Malaweg,,Austronesian,Papunesia,17.844833,121.391322,true,
map-malay-aklanon,mala1491,mlz,Malay Aklanon,,Austronesian,Papunesia,11.8564,121.919,true,
map-malayic,mala1538,,Malayic,,Austronesian,,,,false,
map-malayic-dayak,mala1480,xdy,Malayic Dayak,,Austronesian,Papunesia,-2.78384,111.136,true,
map-malayo-polynesian,mala1545,,Malayo-Polynesian,,Austronesian,,,,false,
map-maleu-kilenge,male1289,mgl,Maleu-Kilenge,,Austronesian,Papunesia,-5.61613,148.445,true,
map-malo,malo1246,,Malo,,Austronesian,Papunesia,-10.6771,165.835,true,
map-malua-teperav,malu1245,mll,Malua-Tepërav,,Austronesian,Papunesia,-15.9813,167.208,true,
map-mamasa,mama1276,mqj,Mamasa,,Austronesian,Papunesia,-3.0811,119.484,true,
map-mambae,mamb1306,mgm,Mambae,,Austronesian,Papunesia,-9.19552,125.475,true,
map-mamboru,mamb1305,mvd,Mamboru,,Austronesian,Papunesia,-9.42302,119.55,true,
map-mamuju,mamu1255,mqx,Mamuju,,Austronesian,Papunesia,-2.50762,119.082,true,
map-manado-malay,mala1481,xmm,Manado Malay,,Austronesian,Papunesia,1.48099,124.843,true,
map-manam,mana1295,mva,Manam,,Austronesian,Papunesia,-4.07921,145.033,true,
map-mandar,mand1442,mdr,Mandar,,Austronesian,Papunesia,-3.34717,119.068,true,
map-mandara,mand1440,tbf,Mandara,,Austronesian,Papunesia,-2.7828,151.956,true,
map-mandaya,kara1489,mry,Mandaya,,Austronesian,Papunesia,7.50481,126.409,true,
map-mangaia,mang1402,,Mangaia,,Austronesian,Papunesia,-27.6304,-144.338,true,
map-mangaia-old-rapa,rapa1245,ray,Mangaia-Old Rapa,,Austronesian,Papunesia,-27.6304,-144.338,true,
map-mangareva,mang1401,mrv,Mangareva,,Austronesian,Papunesia,-23.1095,-134.97,true,
map-mangarongaro,penr1237,pnh,Māngarongaro,,Austronesian,Papunesia,-9.082238,-157.922908,true,
map-mangga-buang,mang1404,mmo,Mangga Buang,,Austronesian,Papunesia,-6.99891,146.685,true,
map-manggarai,mang1405,mqy,Manggarai,,Austronesian,Papunesia,-8.55748,120.329,true,
map-mangseng,mang1403,mbh,Mangseng,,Austronesian,Papunesia,-5.89752,150.68,true,
map-manipa,mani1297,mqp,Manipa,,Austronesian,Papunesia,-3.30342,127.565,true,
map-manobo,mano1276,,Manobo,,Austronesian,,,,false,
map-mansaka,mans1262,msk,Mansaka,,Austronesian,Papunesia,6.79221,126.181,true,
map-manus-koro,bowa1234,kxr,Manus Koro,,Austronesian,Papunesia,-2.03429,147.14267,true,
map-manusela,manu1258,wha,Manusela,,Austronesian,Papunesia,-3.1109,129.429,true,
map-maori,maor1246,mri,Maori,,Austronesian,Papunesia,-38.2881,176.541,true,
map-mapia,mapi1250,mpy,Mapia,,Austronesian,Papunesia,0.908889,134.304722,true,
map-mapos-buang,mapo1242,bzh,Mapos Buang,,Austronesian,Papunesia,-6.86672,146.774,true,
map-mapun,mapu1244,sjm,Mapun,,Austronesian,Papunesia,6.09061,118.75,true,
map-maragus,mara1399,mrs,Maragus,,Austronesian,Papunesia,-16.0695,167.33,true,
map-maranao,mara1404,mrw,Maranao,,Austronesian,Papunesia,7.79414,124.175,true,
map-marau,mara1397,mvr,Marau,,Austronesian,Papunesia,-1.66738,135.797,true,
map-marau-sound,mara1398,,Marau Sound,,Austronesian,Papunesia,-9.20699,161.158,true,
map-mari-madang-province,mari1429,hob,Mari (Madang Province),,Austronesian,Papunesia,-5.97399,145.828,true,
map-marik,mari1428,dad,Marik,,Austronesian,Papunesia,-5.349,145.59,true,
map-maringe,mari1427,,Maringe,,Austronesian,Papunesia,-8.27055,159.625,true,
map-marovo,maro1244,mvo,Marovo,,Austronesian,Papunesia,-8.37943,157.747,true,
map-marshallese,mars1254,mah,Marshallese,,Austronesian,Papunesia,8.72,167.73,true,
map-masbate-sorsogon,masb1237,bks,Masbate Sorsogon,,Austronesian,Papunesia,12.8438,124.002,true,
map-masbatenyo,masb1238,msb,Masbatenyo,,Austronesian,Papunesia,12.21453,123.63579,true,
map-masikoro-malagasy,masi1268,msh,Masikoro Malagasy,,Austronesian,Africa,-22.5582,43.8156,true,
map-masiwang,masi1266,bnf,Masiwang,,Austronesian,Papunesia,-3.29547,130.601,true,
map-maskelynes,mask1242,klv,Maskelynes,,Austronesian,Papunesia,-16.5073,167.818,true,
map-mataso,mata1250,,Mataso,,Austronesian,Papunesia,-16.8979,168.569,true,
map-matbat,matb1237,xmt,Matbat,,Austronesian,Papunesia,-1.8801,130.075,true,
map-mate-nul-filakara,mate1259,,Mate-Nul-Filakara,,Austronesian,Papunesia,-16.7612,168.334,true,
map-mateq,kemb1249,xem,Mateq,,Austronesian,Papunesia,0.66181,110.468,true,
map-matigsalug-manobo,mati1250,mbt,Matigsalug Manobo,,Austronesian,Papunesia,7.72124,125.16,true,
map-mato,mato1252,met,Mato,,Austronesian,Papunesia,-5.91639,146.859,true,
map-matu-uwal,mayr1237,,Matu'uwal,,Austronesian,Papunesia,24.5209,121.388,true,
map-matukar,matu1261,mjk,Matukar,,Austronesian,Papunesia,-4.9078,145.779,true,
map-matupit,matu1260,,Matupit,,Austronesian,Papunesia,-4.30986,152.114,true,
map-mauke,mauk1238,,Mauke,,Austronesian,Papunesia,-21.23,-159.78,true,
map-maututu,maut1237,,Maututu,,Austronesian,Papunesia,-5.59931,150.888,true,
map-mayoyao-ifugao,mayo1262,ifu,Mayoyao Ifugao,,Austronesian,Papunesia,16.9984,121.29,true,
map-mbaruan,bedo1237,bed,Mbaruan,,Austronesian,Papunesia,-2.74438,132.566,true,
map-mbula,mbul1263,mna,Mbula,,Austronesian,Papunesia,-5.66965,148.041,true,
map-mea,meaa1237,meg,Mea,,Austronesian,Papunesia,-21.4939,165.771,true,
map-medebur,mede1237,mjm,Medebur,,Austronesian,Papunesia,-4.49918,145.425,true,
map-megiar,megi1245,,Megiar,,Austronesian,Papunesia,-4.69057,145.975,true,
map-mekeo,meke1243,mek,Mekeo,,Austronesian,Papunesia,-8.23853,146.586,true,
map-mekongga,meko1237,,Mekongga,,Austronesian,Papunesia,-4.03577,121.888,true,
map-mele,mele1251,,Mele,,Austronesian,Papunesia,-17.6841,168.275,true,
map-mele-fila,mele1250,mxe,Mele-Fila,,Austronesian,Papunesia,-17.6841,168.275,true,
map-mele-maat,mele1255,,Mele Maat,,Austronesian,Papunesia,-16.2975,168.211,true,
map-mengen,meng1267,mee,Mengen,,Austronesian,Papunesia,-5.47036,151.373,true,
map-mentawai,ment1249,mwv,Mentawai,,Austronesian,Papunesia,-1.41092,98.9401,true,
map-meoswar,meos1237,mvx,Meoswar,,Austronesian,Papunesia,-2.07828,134.378,true,
map-meramera,mera1242,mxm,Meramera,,Austronesian,Papunesia,-4.97468,151.528,true,
map-merap,mera1243,,Merap,,Austronesian,Papunesia,3.7519,114.434,true,
map-merei,mere1242,lmb,Merei,,Austronesian,Papunesia,-15.2839,166.905,true,
map-merina,meri1243,,Merina,,Austronesian,Africa,-19.5907,47.1211,true,
map-merlav,merl1237,mrm,Merlav,,Austronesian,Papunesia,-14.450679,168.053527,true,
map-micronesian,micr1243,,Micronesian,,Austronesian,,,,false,
map-middle-watut,midd1327,mpl,Middle Watut,,Austronesian,Papunesia,-6.88249,146.399126,true,
map-mikea,mike1243,,Mikea,,Austronesian,Africa,-22.5582,43.8156,true,
map-minahasan,mina1272,,Minahasan,,Austronesian,,,,false,
map-minamanwa,mama1275,mmn,Minamanwa,,Austronesian,Papunesia,9.44744,125.548,true,
map-minangkabau,mina1268,min,Minangkabau,,Austronesian,Papunesia,-0.896,100.44,true,
map-minaveha,mina1269,mvn,Minaveha,,Austronesian,Papunesia,-9.59922,150.501,true,
map-mindiri,mind1255,mpn,Mindiri,,Austronesian,Papunesia,-5.5,146.15,true,
map-minigir,mini1251,vmg,Minigir,,Austronesian,Papunesia,-4.31803,152.005,true,
map-minokok,mino1243,mqq,Minokok,,Austronesian,Papunesia,5.43348,116.759,true,
map-miri-malaysia,miri1269,,Miri (Malaysia),,Austronesian,Papunesia,4.42115,114.011,true,
map-misima-paneati,misi1243,mpx,Misima-Paneati,,Austronesian,Papunesia,-10.6821,152.696,true,
map-misool-salawati-ma-ya,maya1282,slz,Misool-Salawati Ma'ya,,Austronesian,Papunesia,-1.22329,130.909,true,
map-moa,moaa1237,,Moa,,Austronesian,Papunesia,-8.18378,127.944,true,
map-modang,moda1244,mxd,Modang,,Austronesian,Papunesia,0.80793,116.573,true,
map-moken,moke1242,mwt,Moken,,Austronesian,Eurasia,10.1474,98.6765,true,
map-moken-moklen,moke1241,,Moken-Moklen,,Austronesian,,,,false,
map-mokerang,moke1240,mft,Mokerang,,Austronesian,Papunesia,-2.01602,147.423,true,
map-mokilese,moki1238,mkj,Mokilese,,Austronesian,Papunesia,6.65651,159.776,true,
map-moklen,mokl1243,mkm,Moklen,,Austronesian,Eurasia,8.16761,98.3176,true,
map-molbog,molb1237,pwm,Molbog,,Austronesian,Papunesia,7.956663,117.030502,true,
map-moli,moli1247,,Moli,,Austronesian,Papunesia,-9.76764,160.231,true,
map-molima,moli1248,mox,Molima,,Austronesian,Papunesia,-9.57457,150.614,true,
map-moma,moma1242,myl,Moma,,Austronesian,Papunesia,-1.4313,120.009,true,
map-mondropolon,mond1265,npn,Mondropolon,,Austronesian,Papunesia,-2.01359,146.931,true,
map-mongondow,mong1342,mog,Mongondow,,Austronesian,Papunesia,0.64616,124.114,true,
map-mono,mono1274,,Mono,,Austronesian,Papunesia,-7.05102,155.76,true,
map-mono-alu,mono1273,mte,Mono-Alu,,Austronesian,Papunesia,-7.05102,155.76,true,
map-mor-mor-islands,morm1235,mhz,Mor (Mor Islands),,Austronesian,Papunesia,-2.87055,135.95,true,
map-morela,more1257,,Morela,,Austronesian,Papunesia,-3.57478,128.186,true,
map-mores,rori1237,rga,Mores,,Austronesian,Papunesia,-15.4048,166.843,true,
map-mori-atas,mori1269,mzq,Mori Atas,,Austronesian,Papunesia,-2.2555,121.035,true,
map-mori-bawah,mori1268,xmz,Mori Bawah,,Austronesian,Papunesia,-2.56016,121.37,true,
map-moriori,mori1267,rrm,Moriori,,Austronesian,Papunesia,-44.0,-176.5,true,
map-moronene,moro1287,mqn,Moronene,,Austronesian,Papunesia,-4.62361,121.824,true,
map-mortlockese,mort1237,mrl,Mortlockese,,Austronesian,Papunesia,5.50735,153.710778,true,
map-mota,mota1237,mtt,Mota,,Austronesian,Papunesia,-13.835361,167.690924,true,
map-motu,motu1246,meu,Motu,,Austronesian,Papunesia,-9.67492,147.424,true,
map-mouk,mouk1240,,Mouk,,Austronesian,Papunesia,-5.71155,149.158,true,
map-mouk-aria,mouk1239,mwh,Mouk-Aria,,Austronesian,Papunesia,-5.71155,149.158,true,
map-movono,tang1347,tgp,Movono,,Austronesian,Papunesia,-15.5643,166.958,true,
map-mpotovoro,mpot1241,mvt,Mpotovoro,,Austronesian,Papunesia,-15.8988,167.232,true,
map-mualang,mual1241,mtd,Mualang,,Austronesian,Papunesia,0.31083,111.077,true,
map-muduapa,mudu1242,wiv,Muduapa,,Austronesian,Papunesia,-4.69751,149.489,true,
map-muna,muna1247,mnb,Muna,,Austronesian,Papunesia,-5.40419,122.541,true,
map-munggava,mung1271,,Munggava,,Austronesian,Papunesia,-11.6237,160.265,true,
map-munggui,mung1269,mth,Munggui,,Austronesian,Papunesia,-1.66773,135.918,true,
map-mungiki,mung1270,,Mungiki,,Austronesian,Papunesia,-11.6237,160.265,true,
map-murik-malaysia,muri1259,mxr,Murik (Malaysia),,Austronesian,Papunesia,3.7519,114.434,true,
map-musi,musi1241,mui,Musi,,Austronesian,Papunesia,-2.93987,103.945,true,
map-musom,muso1238,msu,Musom,,Austronesian,Papunesia,-6.53817,146.93,true,
map-mussau,muss1248,,Mussau,,Austronesian,Papunesia,-1.44105,149.624,true,
map-mussau-emira,muss1246,emi,Mussau-Emira,,Austronesian,Papunesia,-1.44105,149.624,true,
map-mutu,mutu1242,tuc,Mutu,,Austronesian,Papunesia,-5.79405,148.014,true,
map-muyuw,muyu1244,myw,Muyuw,,Austronesian,Papunesia,-9.195,152.731,true,
map-mwerig,mwer1250,,Mwerig,,Austronesian,Papunesia,-14.450679,168.053527,true,
map-mwotlap,motl1237,mlv,Mwotlap,,Austronesian,Papunesia,-13.655015,167.706277,true,
map-na-ahai,malf1237,mlx,Na'ahai,,Austronesian,Papunesia,-16.5499,167.509,true,
